date,AdrActCnt,BlkCnt,BlkSizeByte,BlkSizeMeanByte,CapMrktCurUSD,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,IssContNtv,IssContPctAnn,IssContUSD,IssTotNtv,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2018-06-15,3572,4319,3828574,886.449178050475,5017316544.78988657305727,0.184873610230548,0.02981341512602372244312513881,0.171246,0.027615775341349674516,256.604571,41.381020194920826122466,0,0,0,0,0,40.44099352,35.19614321048045,0.000025198747243595517,0.161263768738246,,-35.71947779900326,31112484745,1388,3080,769330375.84876,124065115.814182308376523675,6149890.17636066,991754.4671662363817044318024,472125.582184,76136.750700730331857009264,18941661743.190843,3054603758.872009700540091081,0.08884067800488825,0.06309196127223148,0.0680578300490721
2018-06-16,2528,4320,3396524,786.232407407407,5043397942.297867115932465,0.175175588495575,0.02839632417019931200720301778,0.171246,0.027759329770841822622,197.948415,32.087846312325263093655,0,0,0,0,0,55.74623615,35.79881341597288,0.00002495676570630154,0.162102062359657,,-32.34738162884606,31112484745,1130,2538,558109154.836393,90470645.0207844422433585972,20655416.5970759,3348285.629283891727560326966,361339.790498,58573.925252332191907139186,52423447323.378666,8497948927.122522359393692878,0.0886081015139837,0.06291001426038356,0.06790538520597167
2018-06-17,2312,4320,3222533,745.956712962963,4994415986.20540169317581,0.175005615754083,0.02809325105859242839982312885,0.171246,0.027489728544139466748,182.180846,29.245074351994653271548,0,0,0,0,0,56.41584637,35.66462238107917,0.000024885339861145035,0.160527711853938,,-33.93861495107327,31112484745,1041,2235,551484853.047692,88528601.5818512430348520111,24342116.5202894,3907584.266684000736666289657,347071.883014,55714.655229075070591209132,54404630422.846871,8733450836.038751599167292328,0.08859274688365053,0.06270663043827186,0.06703774349044285
2018-06-18,2818,4320,3512040,812.972222222222,5092149241.191019394103245,0.180084257092199,0.0294742101319908446466397409,0.171246,0.028027661438938451046,203.135042,33.246909028885595509642,0,0,0,0,0,51.94889476,36.592945313516594,0.00002441431603598763,0.163668999211301,,-32.15094778394404,31112484745,1128,2458,598905614.635757,98022282.56946345307539308986,16378673.5355645,2680681.105974462711673814414,321827.780691,52673.230784090030196788991,40258779550.417549,6589114158.485230654646229521,0.08832316911145378,0.06299088886225503,0.06697552703107354
2018-06-19,3954,4318,3614189,837.005326540065,5169148274.70283832218738,0.182583229390681,0.03033508229670363004107577464,0.171246,0.028451471256792487704,254.703605,42.31743980390156473802,0,0,0,0,0,46.1221228,37.291664656409736,0.000024677852429674063,0.166143858874324,,-34.737707459145064,31112484745,1395,3097,674567492.93599,112075246.3475636743431865208,25316435.5837504,4206170.30082754079037018473,411578.121843,68381.177391242720096259132,78405001002.875028,13026509421.66290034061572998,0.08833663140562342,0.06196063234144954,0.06527670612499893
2018-06-20,2749,4320,3510987,812.728472222222,5033370921.995007066541285,0.174879372418879,0.02829194631043992501816648775,0.171246,0.027704140121642893878,237.136429,38.363879196956550619897,0,0,0,0,0,48.43166721,36.598474661340724,0.000023955993601327507,0.161779779508093,,-34.362967188433494,31112484745,1356,3015,642399622.784177,103927269.3301062712961638445,17216587.9411088,2785295.800994274495716993518,400000.068084,64711.922817851708029003812,51908012642.443025,8397666839.997736472128278901,0.08799173311840223,0.061911697260288195,0.06510222200160289
2018-06-21,2896,4317,3483556,806.93907806347,4918205690.21407713536429,0.175679958557176,0.02777117221315253892944182539,0.171246,0.027070260010710046332,228.910986,36.185837393737706375412,0,0,0,0,0,54.15806187,35.98574818084686,0.00002352223572058169,0.158078203349042,,-28.53213814292312,31112484745,1303,2942,574475593.626394,90812069.70833472704052581455,23519516.3363811,3717922.886093566832246431906,285713.0282,45165.0021712701713889844,69194417061.633243,10938129130.8872810185289194,0.08800083320105442,0.05934206306410605,0.06512587424407781
2018-06-22,3060,4320,3423425,792.459490740741,4306651744.493017234971615,0.17643467965368,0.02442243771744073942924419336,0.171246,0.023704210405630565442,244.538466,33.849498676372798406382,0,0,0,0,0,30.04353173,31.704061865366942,0.000022843509731689266,0.138421980108327,,-30.67537305860996,31112484745,1386,3346,1035580138.380562,143347053.3154926752031111398,20605619.2671099,2852270.620311646153950214137,338496.915971,46855.413369267797996390517,68946402067.749688,9543697495.562762854135360452,0.08835253492646956,0.061186251733214535,0.06693654906397208
2018-06-23,2739,4320,3442291,796.82662037037,4287727408.26758331648842,0.175359568292683,0.02416695527319921743580424843,0.171246,0.023600049104859450936,215.692269,29.725354986035025042804,0,0,0,0,0,57.22150716,31.731054302961926,0.00002232081068188684,0.137813724728516,,-33.43861962443258,31112484745,1230,2827,543720120.111565,74932094.96241087514125688754,26220684.8017346,3613570.237459435294670883854,399904.657596,55112.350399586589037207536,74125875934.503629,10215563061.29781183630524178,0.08818702455277701,0.06052189022955594,0.06580780322791077
2018-06-24,3438,4320,3465331,802.159953703704,4069760412.81204673766033,0.177040572802198,0.02315831475876403990385040633,0.171246,0.022400338557479355564,257.771074,33.718506288760404427316,0,0,0,0,0,51.97855609,30.304285713029877,0.00002128174157142085,0.130807952054234,,-33.41883650529678,31112484745,1456,3489,598563851.758691,78296911.62224847984711284769,23407342.2640333,3061866.504590713033149181992,314815.121218,41180.321282232008820137012,81668217159.212094,10682852234.51698603918419671,0.08824559135697732,0.06051532752086597,0.06362728609387243
2018-06-25,3705,4319,3647666,844.562630238481,4201169221.583610808075695,0.175297511571255,0.0236707069933302871828893403,0.171246,0.023123624821862713506,287.838514,38.867300883048235681854,0,0,0,0,0,27.36609319,31.151204468526288,0.0000216274291085514,0.135031620136311,,-30.720771432902595,31112484745,1642,3828,1136899027.701591,153517317.6419425526724515708,24069242.521058,3250108.813072248371247937038,396327.139374,53516.695733660754575209314,92137060370.610091,12441416536.44057581225565211,0.08825861239476873,0.061074396682604615,0.06267317965983572
2018-06-26,2131,4319,3315261,767.599212780736,3931049478.451122205976595,0.17568117062635,0.02219724267684476699248630185,0.171246,0.021636860716983563226,162.680764,20.554646718758241600084,0,0,0,0,0,41.72494959,29.359511653052046,0.000020726199855766052,0.126349583155131,,-34.10634409698465,31112484745,926,2085,745656616.776499,94213402.70657590946707206637,30996503.5828138,3916395.306955048193950887608,441911.476526,55835.330850528557922954906,64627709970.166734,8165684215.001270556753857612,0.08837284850724808,0.06187077329050438,0.06305176445388092
2018-06-27,4750,4320,3866736,895.077777777778,3964813074.598348877929535,0.193005575173477,0.02459562565285481498682828781,0.171246,0.021822698679885486978,250.328231,31.900526471752737218833,0,0,0,0,0,19.31047148,29.40555376100264,0.00002075759184247509,0.127434793687943,,-26.461201162891275,31112484745,1297,2918,1611171678.600075,205319330.4582573655006463957,25116207.5066827,3200678.721837675131950916686,534358.705577,68095.891400561271551758111,73289093504.500243,9339580510.32235188792110967,0.08547102613386828,0.05973811127852684,0.05509941206465996
2018-06-28,2830,4319,3494963,809.206529289187,3679449754.284772893018585,0.17560295545657,0.02076729829205277142938655881,0.171246,0.020252032513202288718,236.537181,27.973550799395107950573,0,0,0,0,0,35.34362396,27.349660324243462,0.000020186065612013574,0.118262806215633,,-41.25861295124095,31112484745,1347,2979,880285642.931726,104105050.4044386172254528726,21784820.4861465,2576334.003595495412968228234,522391.869423,61779.528422194506917289759,64896980228.230517,7674898996.710991892804733072,0.08408203700122496,0.05261833982622256,0.055444479698216406
2018-06-29,3376,4320,3519205,814.630787037037,3916331722.749174278052345,0.176071653703704,0.02216328938457863173625616962,0.171246,0.021555852825341581326,285.236079,35.904528803017322991999,0,0,0,0,0,54.03774689,29.15796078691293,0.00002023441235286198,0.125876533322481,,-39.97531018422499,31112484745,1620,3672,575754662.870643,72474001.00641030775790682528,21175105.0198334,2665448.812636093671503094665,512996.557755,64574.228296565306356390155,77754985632.82841,9787528039.999756756562668485,0.08398907658800629,0.053586112264511876,0.055918310318381216
2018-06-30,3261,4320,3642684,843.213888888889,4250533514.11582518117245,0.175717737135772,0.02400625140813367694916877772,0.171246,0.02339533046377002246,283.43271,38.7220835213195886771,0,0,0,0,0,56.72191144,31.757775052336275,0.00002142849595438595,0.13661825948501,,-38.46349297819078,31112484745,1613,3588,548509102.636958,74936358.91394591088607299958,16739301.6883369,2286894.261655076595317379869,233861.628754,31949.76868070104784797754,60060614457.752683,8205376610.818399222193525782,0.08424941363804202,0.054946257506320866,0.05666559010016236
2018-07-01,3266,4320,3630875,840.480324074074,4467655457.17186235562714,0.176599583655084,0.02535914762570387750761829765,0.171246,0.024590389764411365112,274.435753,39.408115410343748678916,0,0,0,0,0,57.08482466,33.64740452324946,0.00002257314642213576,0.143596870959972,,-34.77002453549796,31112484745,1554,3397,545021990.164655,78263452.39202109257219418966,16416845.628569,2357407.663295403110778640068,256777.950172,36872.510176214804022515184,55768024600.248756,8008113832.214464694543718795,0.08415834933071555,0.056243737462374155,0.05673459978281013
2018-07-02,3959,4320,3712762,859.435648148148,4812428446.66115563795885,0.176520471479051,0.02730389891152437527433088823,0.171246,0.02648805225720123558,349.687054,54.08902374372978262342,0,0,0,0,0,35.09506242,36.24204842888317,0.000023406443218395076,0.15467837063173,,-31.87103100009523,31112484745,1981,4502,886520285.19567,137125513.2460428264245606091,16176345.2860669,2502130.731625094410520042737,263773.820154,40800.10471672770438588642,72825906477.873347,11264592553.7762002796713195,0.08181307893683427,0.057979499471291114,0.057916791890088165
2018-07-03,3287,4319,3569129,826.378559851817,4645670533.49860346354601,0.175687276779774,0.02623336617232335703320901105,0.171246,0.025570201245574024908,264.057977,39.428749357001957540346,0,0,0,0,0,22.64197528,34.831787430654416,0.000022978063634169707,0.149318531501898,,-33.961971665215415,31112484745,1503,3534,1374106470.671787,205179560.3279671074021255517,17442005.9697319,2604414.717847705684035401146,383289.829018,57232.274408581331162476164,61640049097.032653,9204001612.873809566695237475,0.08127352509797348,0.05809744492912043,0.057975471421221614
2018-07-04,3104,4320,3435804,795.325,4708984739.277658187709905,0.176647574193548,0.02673623588490522567479698481,0.171246,0.025918688503075450974,246.423366,37.297049059442871547254,0,0,0,0,0,29.86132495,35.255748280847705,0.00002300438850928983,0.151353541122569,,-28.46600247022692,31112484745,1395,3211,1041899004.633164,157695103.8433092965326062783,14982530.1584444,2267658.994456244730610771664,239347.610718,36226.108441395449736094542,48108904338.764981,7281453031.199003737045805956,0.08017796513298715,0.05743242482300276,0.05798113670588467
2018-07-05,3074,4320,3588137,830.587268518518,4580460034.648127152137705,0.177567705014749,0.02614197428879271680312408774,0.171246,0.025211276615231111214,240.781808,35.448517135602976396272,0,0,0,0,0,47.10957803,34.24543750580816,0.000022527291521140737,0.147222572295009,,-32.521019170726056,31112484745,1356,3182,660428007.367048,97229910.06024396063280146343,13335114.9096945,1963229.91885475093864806475,210091.896882,30930.269477305820911261938,42432335642.647921,6246997601.795820725674732526,0.08006356595251435,0.05695234198579861,0.05774317855187687
2018-07-06,2643,4320,3447798,798.101388888889,4508351454.430516933693155,0.176861019080659,0.02562802807745827982896574312,0.171246,0.024814384305627670074,203.920755,29.549116373309421711345,0,0,0,0,0,44.7743617,33.69942201202912,0.000021960414807230732,0.144904898833419,,-32.330909179681825,31112484745,1153,2664,694872770.162012,100690468.462423961570429879,12861509.2132362,1863695.691389077957893700568,444608.670592,64425.974432594673252114048,34263060544.061172,4964885321.860494289991373907,0.08006408901283182,0.0569451708301955,0.057641955165828554
2018-07-07,2090,4320,3196446,739.918055555556,4547117929.57624218462515,0.175554037422037,0.02565738216390865198462672439,0.171246,0.02502775857827787162,168.882984,24.68240164168018254648,0,0,0,0,0,69.51469446,34.049240823979616,0.000021691010812390347,0.14615090909147,,-30.093438623748508,31112484745,962,2145,447567021.404684,65412327.05765597890564244548,13169361.0623676,1924714.091418831888523164372,355593.19998,51970.2694438218918221706,28248279478.778502,4128511726.093394400882187578,0.07966954455990569,0.05703911166848717,0.05771171005703807
2018-07-08,2483,4320,3438205,795.880787037037,4512388582.708087711546145,0.1761977325,0.0255547778632443573476325,0.171246,0.024836605033887954366,211.437279,30.665733435893228817159,0,0,0,0,0,71.60357331,33.87628657984415,0.000021631079620869637,0.145034657941721,,-29.325586759252104,31112484745,1200,2573,434510224.949332,63019041.84770661254863388037,12716698.6686311,1844362.041552850434954648123,164256.826428,23822.932635577618036602588,32720065674.38792,4745543532.91549862909370641,0.07927403261848173,0.057030014432545934,0.05770980482201638
2018-07-09,2466,4320,3280272,759.322222222222,4343550148.245719599495815,0.175249936960276,0.02446628406258009510331039441,0.171246,0.023907302640173186802,202.939427,28.331956944467804855949,0,0,0,0,0,69.57359403,32.73136887421163,0.00002094949626628682,0.139607947865487,,-30.84247737436654,31112484745,1158,2499,447188120.42469,62431015.80231524379343367403,13175963.3402009,1839469.203076335199972756338,277380.904546,38724.578860739593994803902,32926732387.162029,4596833538.487758858612165993,0.07930202506443804,0.05723109965240756,0.05722858569846482
2018-07-10,2505,4320,3440262,796.356944444444,3995516359.86267028783951,0.175661970940171,0.02255879864464917727325034186,0.171246,0.021991692408013194708,205.524506,26.393794414239528420188,0,0,0,0,0,66.9691524,30.221947641298765,0.00002035503748958199,0.128421641428198,,-25.649562235777406,31112484745,1170,2649,464579341.818019,59662041.64990186835697109976,13679962.4388782,1756803.231076833199528967484,262750.274576,33742.821546759641288894048,36238220500.588345,4653771759.122530272285073152,0.07894717175095801,0.052277673237856044,0.05584603691608947
2018-07-11,2519,4320,3423343,792.440509259259,4080958004.68888502401056,0.174873950915141,0.02293784169435085197061660781,0.171246,0.022461971141127282048,210.198489,27.571285716609792013632,0,0,0,0,0,69.02891722,31.244494388498392,0.000020565748168733998,0.131167858759488,,-26.405609548271503,31112484745,1202,2635,450716685.125023,59119542.49502364286296746822,11462621.4531756,1503527.511783614192094230093,221325.214684,29030.754499584271521921792,30204007529.11765,3961794993.549816050768205763,0.07567304418516507,0.05203224558999984,0.05577885680483145
2018-07-12,2411,4320,3302882,764.556018518518,3866896448.27412455343317,0.175929712328767,0.02186588391527703340774640262,0.171246,0.021283756492241254236,205.485904,25.539352413043592917664,0,0,0,0,0,68.30556766,29.828405464911462,0.000020178307481076674,0.124287612512066,,-23.214327050435063,31112484745,1168,2518,455489732.55346,56611731.38282901112724004836,12858058.9658548,1598097.450405457453147004017,207427.836966,25780.710625046207955831756,32376592476.022367,4024009380.12093945584447338,0.07571331606796862,0.050153093776884254,0.05547127781652125
2018-07-13,2781,4320,3549217,821.578009259259,4265131670.70861333668197,0.176778963203463,0.02423417997160427779083174968,0.171246,0.023475680070828981276,245.015643,33.588573440643567676758,0,0,0,0,0,43.99659843,32.90316855279397,0.000022078882877581838,0.137087465230306,,-13.273872855483027,31112484745,1386,3161,707156595.224414,96942305.16020842819026389068,13606124.7333652,1865229.151304408350060405751,221855.821628,30413.652233569419875858168,43008960282.167543,5895989347.273254781893373158,0.07591719678494746,0.05370419621762853,0.0571312246902063
2018-07-14,2523,4320,3297760,763.37037037037,4259659613.28247822815242,0.175511987489575,0.0240296244701712653673826607,0.171246,0.023445561359524622136,210.438873,28.811519739735288988068,0,0,0,0,0,71.43485425,33.021719931039165,0.000021887949401812035,0.136911585435716,,-19.54253915265056,31112484745,1199,2741,435536476.848115,59629989.56036144045862827534,11919966.0134285,1631981.445238347130679512306,267853.236622,36672.211290006006717991352,32672626842.807496,4473261141.398306404681870927,0.07590792398126854,0.05162990642958264,0.057014774118067796
2018-07-15,2298,4319,3380542,782.714054179208,4433114934.22004002359137,0.175887602526725,0.02506164209950127028404783485,0.171246,0.024400275524359922796,180.988343,25.788429720386803560118,0,0,0,0,0,81.06661248,34.759278625349744,0.000022447317560449664,0.142486688882426,,-11.643706458515098,31112484745,1029,2321,383789130.838726,54684842.48227423744898162928,12868717.5668024,1833620.956256783694054374622,270250.767203,38507.136986690797163874478,29868293472.548468,4255834239.472008860601038423,0.07405770226235985,0.05155329618253907,0.057371592830309764
2018-07-16,3205,4319,3626139,839.578374623756,4898814336.556011400866415,0.175767931917552,0.02767552870951209787980380558,0.171246,0.026963528202699669282,281.404459,44.308521463928750299453,0,0,0,0,0,64.21506403,39.04625222142921,0.000023462890095514543,0.157454937357367,,-2.8667895612453065,31112484745,1601,3572,484504457.242188,76287618.964433809653424999,12035374.8385464,1895029.191275754383503611329,146476.512791,23063.450145832471113581297,42990358923.287846,6769044271.237011222134309661,0.07444160269531098,0.054932065272966187,0.05886803172353991
2018-07-17,4051,4320,3699925,856.46412037037,5337685164.501095863881115,0.179190778917379,0.03074212715833955576363882983,0.171246,0.029379113920724388042,314.479817,53.952433162885895488859,0,0,0,0,0,64.04158756,42.78359653165885,0.000023435373887663548,0.171560876871427,,6.873059417633712,31112484745,1755,3967,485816887.564164,83347171.22945543492704074203,11476749.7856212,1968961.256855134911605725452,177676.163857,30482.278470458265173413939,45528266399.55922,7810869305.944306400845412407,0.07473247930482783,0.05713128781995918,0.06002033521010823
2018-07-18,4713,4320,4059255,939.642361111111,5622681526.229881714947105,0.178702059741418,0.03229522740605845692321624892,0.171246,0.030947760313341772734,400.82872,72.43819507178901514488,0,0,0,0,0,55.32524553,45.29442105826955,0.00002450110227936877,0.180721069767129,,10.418631896082747,31112484745,2243,5318,562356017.555858,101629581.0826770343638097917,8520025.15696497,1539748.060809560552590310471,131851.000262,23828.253817214646057987798,45309493784.739707,8188380187.385242393380369691,0.07486305520673325,0.057776491351199576,0.06048196069440681
2018-07-19,3460,4309,3516301,816.036435367835,5663608143.860250144820455,0.17745731610338,0.03230371051711658074131494142,0.171246,0.031173024210461284914,267.78309,48.74629917032884388331,0,0,0,0,0,37.52279947,45.98429087995946,0.000024378689429346558,0.182036510110959,,9.565596552477245,31112484745,1509,3520,829162141.105839,150937782.4830374741968527896,3955799.83496351,720099.9966542649316378161061,128999.829018,23482.678679347139208008262,13924415419.071561,2534751988.223013615176871337,0.07450165695967004,0.057739654432127537,0.06001279397369584
2018-07-20,3682,4320,3811408,882.27037037037,5015008860.99397951370822,0.176025798245614,0.02837352738620981856524222938,0.171246,0.027603073635826864776,341.137997,54.987896074474639340332,0,0,0,0,0,37.67494912,40.897059125414046,0.000021998628332208626,0.161189596462556,,-0.3648064346060388,31112484745,1938,4476,825813583.636175,133112558.2996122872277145633,7312157.39685628,1178643.700069957720123133452,379392.739154,61154.162525057029636117624,32729216508.328716,5275609201.513131838465233558,0.07432618657682696,0.06187982221360744,0.06176861131179087
2018-07-21,2697,4320,3541489,819.78912037037,5103639007.549438254066025,0.174785231962239,0.02867147176116871099304835626,0.171246,0.02809090217801603307,259.206499,42.519792621813126717955,0,0,0,0,0,58.61220782,41.958350357007234,0.000022135732308075505,0.164038296824545,,3.7703448984316394,31112484745,1483,3215,530819191.134719,87074676.03552192115300087786,8418611.76102256,1380974.734905224194450106735,320597.105586,52590.20316720626188140837,27065836811.687535,4439833772.720296539733258547,0.07413838425717287,0.06180341593211434,0.06039574478624728
2018-07-22,3062,4320,3484275,806.545138888889,5264305150.03176284578629,0.175647134138589,0.02971990570385714589340485014,0.171246,0.028975223519144203932,276.292942,46.749411672167206396764,0,0,0,0,0,92.90033086,43.963414060154015,0.00002286677604431606,0.169202337684642,,22.236611231992747,31112484745,1573,3438,334901764.703007,56666161.48246070931715511849,6185428.42432405,1046588.94897666099259091624,143420.141285,24267.02317648363541464497,21265502922.826091,3598172806.581761693864167594,0.07419023792098692,0.05656896210404603,0.05919394801351446
2018-07-23,4144,4319,3939781,912.197499421162,5148822630.950355999015305,0.176164569977925,0.02915357394654072963645008032,0.171246,0.028339597029498669294,399.012751,66.032844988914731940239,0,0,0,0,0,57.46159223,43.72829921379854,0.000021447273370923266,0.165490563455489,,20.08278840260253,31112484745,2265,4977,541448357.737591,89604593.804043111871270587,3871827.71931872,640750.9508726358852841244541,179453.789137,29697.908678504641091222993,19270086559.04928,3189017482.493110548639437498,0.0738274533042399,0.056781921751015055,0.059021437419971845
2018-07-24,4139,4320,3816624,883.477777777778,5387757264.400070088988085,0.179007650777722,0.03099880253105970825117392223,0.171246,0.029654715399988359318,356.762248,61.780613444402007895784,0,0,0,0,0,78.36762137,46.598965958998065,0.00002062135913455927,0.173170266166733,,32.38512142972412,31112484745,1993,4418,397006878.625387,68749786.84158212903678865067,4348950.88970076,753108.9831155308982946368171,260619.601428,45131.565747554627852894724,19213665030.69797,3327235487.404417642123384632,0.07390212331467748,0.056118707663681745,0.05900357444722352
2018-07-25,3569,4320,3784017,875.929861111111,5379813190.607993753523555,0.176231900852878,0.03047312718945081506864238364,0.171246,0.029610990481462958394,330.611046,57.167586607409879850594,0,0,0,0,0,83.40676018,47.22727121766898,0.000021080193384218003,0.172914932211339,,28.055141482258556,31112484745,1876,4066,373021139.726743,64500925.08924617907518613888,3391818.89722199,586496.1346862790036746781446,229282.061692,39646.292154748226579925588,13791135636.104614,2384693283.634410888894961018,0.07389220309937997,0.05598871612776469,0.058998629984705744
2018-07-26,3031,4319,3611043,836.083121092846,5095913054.68067579541156,0.175613110126582,0.02876366666956559080255925362,0.171246,0.028048377817271212848,277.468714,45.446593337913705535632,0,0,0,0,0,55.12943432,45.19474988638631,0.000020696412210285196,0.163789973589288,,29.632381444573504,31112484745,1580,3420,564353419.003016,92435431.59352837513601729261,2941674.84403294,481816.8450124281392011031467,445496.433104,72967.849012226168262989952,10060527966.592646,1647813609.942502794716005176,0.07397510910090101,0.055467706522811716,0.05935618832525185
2018-07-27,2789,4319,3419509,791.736281546654,5161076216.165936076872315,0.178508093059937,0.02961170993045918633878999322,0.171246,0.028407041898368053002,226.348262,37.547648191822229034994,0,0,0,0,0,74.74837784,46.77974249040581,0.000020294713176342962,0.165884411305187,,30.171993459963385,31112484745,1268,2835,416229564.37297,69045996.25382456483296359539,2238108.45639092,371267.303725568555428695702,309307.929662,51309.363824007058211756794,6345037473.86826,1052542806.061987153232292665,0.07397160139191984,0.05547263604695327,0.057954489344884376
2018-07-28,2383,4320,3343731,774.011805555556,5076947975.128223048753965,0.178112260198456,0.02906443140660388885791980879,0.171246,0.027943992261451494822,161.54782,26.36143928578979377174,0,0,0,0,0,91.15230046,46.87409240648273,0.000019923471926857394,0.163180408660357,,37.98117420182306,31112484745,907,2096,341324185.877386,55697420.1371355008669209868,2519287.56737403,411098.3747770508841326523287,398352.171815,65003.270187512445643237955,5280426741.215958,861662193.532697204100010377,0.07387262422482745,0.053431413160503094,0.05449911403569559
2018-07-29,2252,4320,3192217,738.93912037037,5078284574.34826069012779,0.175543438485804,0.02865279141466755422982746897,0.171246,0.027951349027454292132,166.94181,27.24880463534890870902,0,0,0,0,0,87.78075492,47.690412033146636,0.000019833680018301785,0.163223368881342,,29.669418574773402,31112484745,951,2139,354434007.469479,57851912.74528309659643756082,2431303.38150363,396845.5287016211776870122715,1136015.5672,185424.2879800325616271824,5200557933.036273,848852585.8927690750455189184,0.07295226943575674,0.052556917708284204,0.054191274515893194
2018-07-30,2209,4319,3360123,777.986339430424,4772500563.26030677572033,0.177174,0.027177611229876766716,0.171246,0.026268285485858403564,166.012038,25.465421722394530412892,0,0,0,0,0,80.45901775,45.74022962936936,0.000018771175165664343,0.153395031042234,,12.280036080436812,31112484745,937,2186,386687354.809757,59315918.79468202786050227714,1436019.79567017,220278.3011340882529756039598,249980.120469,38345.708339283649946887746,3139139273.334987,481528366.279116212319626841,0.07307028658790865,0.052212638640449796,0.05409339302057165
2018-07-31,2898,4318,3508307,812.484251968504,4410834304.694926654738475,0.177590865431104,0.02517715598301288609656379872,0.171246,0.02427764087415665553,220.390264,31.24485057491898257252,0,0,0,0,0,75.27729794,43.086505276273876,0.000018351859670237104,0.141770557409555,,-1.2718338068286343,31112484745,1241,3006,413305014.878462,58594482.33948398041188250441,1967279.63043279,278902.3297869199984059313084,393213.669769,55746.121144207815855242795,5913642569.080974,838380403.3394825444624763066,0.07196821576039181,0.053572016662540925,0.05490038432243595
2018-08-01,2506,4320,3266330,756.094907407407,4343436831.18451581567206,0.175067409965035,0.02444016421749834584455264658,0.171246,0.023906678932564426248,200.277117,27.959547864818102061996,0,0,0,0,0,70.52765897,43.1445468045573,0.000018376971872780517,0.139604305692188,,-9.745425218779602,31112484745,1144,2674,441138770.240755,61584871.73336624754568272194,2828010.96879966,394802.5077891684750077990561,619206.708368,86443.922601659777291829184,7562101330.570283,1055701905.828235407673098049,0.07195944061111816,0.051727010098505596,0.05467935199811023
2018-08-02,2883,4318,3476892,805.208893006021,4062683750.523396956067185,0.176644031071137,0.02306626553750226136410823508,0.171246,0.022361387952273293598,216.03565,28.21004275236519369845,0,0,0,0,0,53.62348785,40.75694772654163,0.000017312181362930865,0.130580497951913,,-12.549034176475818,31112484745,1223,2991,580202556.558871,75763138.74843034116051157022,1855734.1469956,242322.6889810539638822225828,386316.25721,50445.36923340110071954273,5550500833.663839,724787162.742332327623428974,0.07146260486159248,0.052708510030837104,0.05519857718132132
2018-08-03,2738,4318,3290680,762.084298286244,4033259980.020384104441995,0.174363978671042,0.02260363525751699125666577514,0.171246,0.022199436791996109546,212.54969,27.55383137891318667419,0,0,0,0,0,98.52302041,41.44911254014677,0.00001749139849407148,0.129634775656051,,-14.349690998593632,31112484745,1219,2839,315788986.316941,40937234.39584840548549045999,2335057.91875127,302704.7094412062500689394348,379078.597352,49141.768923737008671376952,6629229431.334846,859378670.1035833085263070531,0.07072138072920962,0.052600184011459765,0.054684491154301296
2018-08-04,2252,4320,3382670,783.025462962963,3928772951.32867999261885,0.176437642502483,0.02227991248983590891826522959,0.171246,0.02162433050067956358,177.672706,22.43587187726471216938,0,0,0,0,0,104.24951083,40.7488324508688,0.00001803379741456453,0.12627641229973,,-14.2275465431391,31112484745,1007,2281,298442501.045475,37686248.30978100267406022175,1701360.55915356,214841.7074381741142218165388,373442.42659,47156.9698302904936018207,3880803435.429277,490053934.6664759930153411952,0.06876993778501474,0.05257979452763568,0.05449257011290893
2018-08-05,1664,4318,3235565,749.320287169986,4060655246.86747401269606,0.175867306878307,0.02295337412877691783174537212,0.171246,0.022350222880119485448,132.955684,17.352750841355337873392,0,0,0,0,0,150.18518688,42.846764046728644,0.000018561284243150305,0.130515298927388,,-9.930375040372596,31112484745,756,1676,207160808.540886,27037654.85275312938514318577,1562144.77595477,203883.7924015943605546022408,250279.985841,32665.367167580551127113308,2618154644.500196,341709236.065072341452155768,0.06783773076223512,0.05299097629221076,0.054746860991925946
2018-08-06,2148,4320,3185878,737.471759259259,4026049359.776627783348155,0.17550580683031,0.02271098072100477242016701989,0.171246,0.022159748869787944074,164.448941,21.280188935581410938279,0,0,0,0,0,69.60511154,43.20554339131074,0.000018672898410366175,0.129403015952419,,-11.459315062193127,31112484745,937,2082,446985631.626748,57841288.81989815413353570341,1321140.45083459,170959.5588347344793322793732,121622.404112,15738.305899476686181946928,2750614418.637621,355937801.4939177838117393552,0.06752656211219527,0.052948921980152525,0.05470801670367304
2018-08-07,1440,4318,3193515,739.581982399259,3852544810.153929330475865,0.177236866562009,0.02194659076694751042549109879,0.171246,0.021204763745706411342,112.899884,13.979978318545597202668,0,0,0,0,0,180.43695582,43.18592975324026,0.00001841946977086089,0.123826330224977,,-14.622937729315774,31112484745,637,1329,172428561.561794,21351196.00416847973050772874,1515970.73420316,187717.0927448413250716243273,97612.83858,12087.03958420445498521266,2014725105.756005,249476016.2578947847293187369,0.06629197092850499,0.053448808879232805,0.05489003570764102
